game_id,move_no,move_no_pair,player,notation,move,from_square,to_square,piece,color,fen,is_check,is_check_mate,is_fifty_moves,is_fivefold_repetition,is_game_over,is_insufficient_material,white_count,black_count,white_pawn_count,black_pawn_count,white_queen_count,black_queen_count,white_bishop_count,black_bishop_count,white_knight_count,black_knight_count,white_rook_count,black_rook_count,captured_score_for_white,captured_score_for_black,fen_row1_white_count,fen_row2_white_count,fen_row3_white_count,fen_row4_white_count,fen_row5_white_count,fen_row6_white_count,fen_row7_white_count,fen_row8_white_count,fen_row1_white_value,fen_row2_white_value,fen_row3_white_value,fen_row4_white_value,fen_row5_white_value,fen_row6_white_value,fen_row7_white_value,fen_row8_white_value,fen_row1_black_count,fen_row2_black_count,fen_row3_black_count,fen_row4_black_count,fen_row5_black_count,fen_row6_black_count,fen_row7_black_count,fen_row8_black_count,fen_row1_black_value,fen_row2_black_value,fen_row3_black_value,fen_row4_black_value,fen_row5_black_value,fen_row6_black_value,fen_row7_black_value,fen_row8_black_value,move_sequence
06ddd200-a6c6-4888-b239-aab7e388cb09,1,1,jiit912,d4,d2d4,d2,d4,P,White,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,8,7,0,1,0,0,0,0,31,7,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,31,d4
06ddd200-a6c6-4888-b239-aab7e388cb09,2,1,Rushan22,d5,d7d5,d7,d5,P,Black,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,8,7,0,1,0,0,0,0,31,7,0,1,0,0,0,0,0,0,0,0,1,0,7,8,0,0,0,0,1,0,7,31,d4|d5
06ddd200-a6c6-4888-b239-aab7e388cb09,3,2,jiit912,Bf4,c1f4,c1,f4,B,White,rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,7,7,0,2,0,0,0,0,28,7,0,4,0,0,0,0,0,0,0,0,1,0,7,8,0,0,0,0,1,0,7,31,d4|d5|Bf4
06ddd200-a6c6-4888-b239-aab7e388cb09,4,2,Rushan22,Nc6,b8c6,b8,c6,N,Black,r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,7,7,0,2,0,0,0,0,28,7,0,4,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,1,3,7,28,d4|d5|Bf4|Nc6
06ddd200-a6c6-4888-b239-aab7e388cb09,5,3,jiit912,Nf3,g1f3,g1,f3,N,White,r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,7,1,2,0,0,0,0,25,7,3,4,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,1,3,7,28,d4|d5|Bf4|Nc6|Nf3
06ddd200-a6c6-4888-b239-aab7e388cb09,6,3,Rushan22,Nf6,g8f6,g8,f6,N,Black,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,7,1,2,0,0,0,0,25,7,3,4,0,0,0,0,0,0,0,0,1,2,7,6,0,0,0,0,1,6,7,25,d4|d5|Bf4|Nc6|Nf3|Nf6
06ddd200-a6c6-4888-b239-aab7e388cb09,7,4,jiit912,e3,e2e3,e2,e3,P,White,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,6,2,2,0,0,0,0,25,6,4,4,0,0,0,0,0,0,0,0,1,2,7,6,0,0,0,0,1,6,7,25,d4|d5|Bf4|Nc6|Nf3|Nf6|e3
06ddd200-a6c6-4888-b239-aab7e388cb09,8,4,Rushan22,a6,a7a6,a7,a6,P,Black,r1bqkb1r/1pp1pppp/p1n2n2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,6,2,2,0,0,0,0,25,6,4,4,0,0,0,0,0,0,0,0,1,3,6,6,0,0,0,0,1,7,6,25,d4|d5|Bf4|Nc6|Nf3|Nf6|e3|a6
06ddd200-a6c6-4888-b239-aab7e388cb09,9,5,jiit912,c3,c2c3,c2,c3,P,White,r1bqkb1r/1pp1pppp/p1n2n2/3p4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,5,3,2,0,0,0,0,25,5,5,4,0,0,0,0,0,0,0,0,1,3,6,6,0,0,0,0,1,7,6,25,d4|d5|Bf4|Nc6|Nf3|Nf6|e3|a6|c3
06ddd200-a6c6-4888-b239-aab7e388cb09,10,5,Rushan22,h6,h7h6,h7,h6,P,Black,r1bqkb1r/1pp1ppp1/p1n2n1p/3p4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R,0,0,0,0,0,0,16,16,8,8,1,1,2,2,2,2,2,2,0,0,6,5,3,2,0,0,0,0,25,5,5,4,0,0,0,0,0,0,0,0,1,4,5,6,0,0,0,0,1,8,5,25,d4|d5|Bf4|Nc6|Nf3|Nf6|e3|a6|c3|h6
